aX,aY,aZ,gX,gY,gZ
-0.072,-0.202,2.887,81.848,-44.678,-19.958
-0.044,-0.170,2.444,64.026,-32.898,-16.479
-0.064,-0.172,2.056,58.655,-30.396,-11.353
0.021,-0.219,1.611,56.152,-32.227,-5.920
-0.088,-0.174,1.703,51.270,-26.245,-2.991
-0.111,-0.400,1.518,51.086,-50.171,8.362
-0.102,-0.386,1.779,39.246,-66.345,3.235
-0.554,-0.530,1.525,49.255,-45.654,-7.141
-0.036,-0.481,1.942,49.072,-17.700,7.629
-0.241,-0.519,1.904,62.744,-8.484,5.249
-0.085,-0.491,1.931,52.368,8.301,9.521
-0.176,-0.424,1.763,33.447,15.076,16.785
-0.151,-0.348,1.652,17.761,14.954,25.024
-0.171,-0.276,1.487,9.094,15.076,25.391
-0.169,-0.226,1.363,3.418,16.113,22.644
-0.185,-0.156,1.273,-1.953,11.108,19.714
-0.154,-0.123,1.207,-10.254,3.479,15.381
-0.156,-0.168,1.126,-18.677,-1.160,10.803
-0.141,-0.237,1.086,-20.447,-2.380,7.202
-0.115,-0.271,1.107,-10.742,-2.808,4.639
-0.115,-0.280,1.106,0.916,-1.892,4.761
-0.142,-0.262,1.100,5.798,0.671,7.019
-0.183,-0.230,1.097,6.042,3.235,8.301
-0.189,-0.205,1.041,1.404,6.226,6.592
-0.182,-0.189,0.948,-11.475,7.019,3.906
-0.164,-0.194,0.841,-22.400,5.066,3.601
-0.210,-0.195,0.748,-24.719,0.183,3.784
-0.240,-0.224,0.730,-18.005,-3.967,4.822
-0.231,-0.264,0.760,-7.507,-5.249,2.075
-0.207,-0.303,0.811,0.122,-5.737,-0.061
-0.182,-0.336,0.841,0.916,-5.981,0.366
-0.177,-0.338,0.828,-1.892,-4.395,2.319
-0.191,-0.322,0.794,-4.028,-0.977,4.883
-0.181,-0.277,0.806,-4.089,0.610,6.897
-0.192,-0.223,0.820,-1.160,1.343,8.118
-0.209,-0.158,0.837,2.197,2.625,8.545
-0.228,-0.134,0.835,5.615,2.930,6.348
-0.226,-0.143,0.848,6.531,2.075,3.540
-0.197,-0.166,0.866,4.700,-1.465,1.099
-0.206,-0.190,0.918,4.456,-4.028,-0.732
-0.204,-0.214,0.957,5.737,-1.892,-1.587
-0.196,-0.256,0.964,4.822,0.916,-2.625
-0.177,-0.302,0.972,2.014,2.136,-2.441
-0.164,-0.326,0.974,0.916,2.380,-0.793
-0.165,-0.324,0.959,2.075,4.333,1.648
-0.159,-0.308,0.938,3.418,6.409,3.540
-0.167,-0.268,0.949,3.906,6.409,4.944
-0.165,-0.228,0.966,2.808,5.981,5.676
-0.169,-0.200,0.957,-0.488,5.981,4.822
-0.178,-0.181,0.943,-3.296,5.737,3.967
-0.131,-0.156,0.991,-2.991,4.456,2.686
-0.176,-0.193,0.961,1.526,4.944,-0.183
-0.139,-0.212,1.001,4.272,6.348,-1.221
-0.145,-0.238,1.027,5.127,7.019,-2.075
-0.123,-0.249,1.015,5.066,9.644,-2.258
-0.134,-0.263,0.993,4.089,10.559,-2.747
-0.160,-0.291,0.957,3.601,10.071,-3.662
-0.138,-0.282,0.937,3.113,7.874,-4.150
-0.127,-0.286,0.931,3.967,4.944,-3.784
-0.127,-0.278,0.923,6.165,3.235,-3.357
-0.097,-0.252,0.933,5.188,2.563,-2.380
-0.118,-0.240,0.917,2.747,1.831,-2.319
-0.109,-0.227,0.922,-0.244,0.854,-3.052
-0.115,-0.230,0.932,-1.221,-0.183,-3.723
-0.127,-0.215,0.953,0.305,-0.427,-3.784
-0.149,-0.227,0.982,3.113,0.366,-3.235
-0.152,-0.269,0.997,4.578,1.587,-3.235
-0.150,-0.319,0.996,0.061,2.136,-3.601
-0.152,-0.387,0.965,-6.165,1.953,-3.052
-0.130,-0.440,0.922,-10.315,1.831,-1.648
-0.125,-0.457,0.876,-9.399,2.014,0.793
-0.095,-0.430,0.833,-3.052,2.319,4.211
-0.020,-0.578,2.390,-11.597,-21.057,0.427
0.029,-0.528,2.615,-25.146,-13.733,8.057
0.054,-0.438,2.798,-40.466,-0.793,17.822
0.032,-0.318,2.902,-50.964,15.320,27.466
0.019,-0.196,3.013,-57.800,35.645,33.508
0.011,-0.095,3.065,-63.354,54.138,34.729
-0.019,-0.033,3.030,-71.167,70.801,33.142
-0.078,-0.037,2.957,-87.097,87.524,28.870
-0.042,-0.139,2.859,-112.244,103.333,20.630
-0.136,-0.279,2.547,-139.648,119.690,10.071
-0.106,-0.367,2.397,-161.499,138.123,2.441
-0.220,-0.483,2.227,-161.621,132.690,1.709
-0.300,-0.520,2.033,-147.339,132.935,0.977
-0.393,-0.541,1.845,-134.155,144.104,-0.061
-0.436,-0.564,1.589,-138.733,150.208,-4.028
-0.385,-0.615,1.176,-164.429,154.175,-7.385
-0.431,-0.635,0.716,-194.092,156.128,-6.226
-0.539,-0.638,0.257,-205.872,151.123,-3.662
-0.652,-0.605,-0.171,-198.425,148.132,-4.700
-0.686,-0.590,-0.563,-177.551,146.729,-13.611
-0.653,-0.631,-0.932,-157.349,142.212,-25.574
-0.550,-0.652,-1.160,-145.874,130.554,-30.212
-0.492,-0.698,-1.440,-134.033,110.229,-28.259
-0.471,-0.718,-1.742,-113.464,91.187,-23.315
-0.452,-0.725,-1.965,-80.444,70.190,-13.062
-0.474,-0.688,-2.038,-43.091,42.053,-1.282
-0.454,-0.576,-1.955,-16.357,16.052,7.324
-0.397,-0.396,-1.982,-4.883,-2.625,10.864
-0.359,-0.173,-2.118,-6.714,-13.550,14.771
-0.374,0.003,-2.254,-11.230,-27.710,19.531
-0.358,0.109,-2.358,0.305,-44.678,18.066
-0.361,0.158,-2.295,34.607,-56.335,16.296
-0.341,0.112,-2.018,82.458,-62.927,16.663
-0.457,0.060,-1.609,121.582,-90.027,7.874
-0.451,-0.036,-1.168,141.052,-115.540,-0.671
-0.399,-0.203,-0.774,136.353,-131.226,-9.827
-0.409,-0.415,-0.408,119.202,-150.452,-14.221
-0.328,-0.656,-0.016,112.549,-167.297,-11.597
-0.231,-0.748,0.377,121.216,-177.185,-4.272
-0.174,-0.645,0.772,138.794,-184.265,8.362
-0.270,-0.347,1.217,159.607,-184.143,14.282
-0.215,-0.176,1.531,174.866,-175.537,16.357
-0.242,-0.151,1.807,173.584,-164.307,9.949
-0.188,-0.180,1.986,161.072,-152.161,1.404
-0.131,-0.082,2.155,138.184,-138.123,2.563
-0.162,0.036,2.184,119.385,-122.986,6.714
-0.273,0.068,2.164,109.680,-106.201,8.362
-0.367,0.016,2.220,110.779,-90.332,7.751
-0.459,-0.081,2.301,125.061,-77.026,4.700
-0.479,-0.179,2.348,134.521,-63.049,-4.272
-0.429,-0.291,2.396,124.939,-48.706,-13.794
-0.328,-0.375,2.306,101.135,-38.574,-21.179
-0.270,-0.423,2.138,75.806,-34.058,-23.315
-0.237,-0.405,2.002,62.988,-30.151,-20.569
-0.227,-0.327,1.959,63.110,-27.832,-16.785
-0.252,-0.226,1.901,66.284,-24.231,-13.733
-0.592,-0.188,2.146,58.899,-16.235,-12.268
-0.234,-0.372,1.707,55.481,-4.089,-8.057
-0.170,-0.453,1.484,43.091,-8.057,-10.498
-0.307,-0.452,1.622,24.414,-1.282,-15.320
-0.119,-0.509,1.429,40.039,9.583,-11.230
-0.136,-0.463,1.398,52.429,17.273,-11.963
-0.152,-0.375,1.404,47.363,12.817,-5.493
-0.336,-0.479,1.387,35.828,9.827,-1.587
-0.061,-0.366,1.446,9.705,10.193,0.366
-0.143,-0.415,1.385,-11.169,10.132,3.601
-0.074,-0.448,1.362,-16.663,7.935,1.587
-0.050,-0.469,1.290,-16.907,9.338,2.136
-0.024,-0.454,1.221,-11.230,12.573,4.822
-0.079,-0.439,1.132,1.160,15.259,7.751
-0.124,-0.380,1.095,15.930,16.357,9.460
-0.083,-0.375,1.163,21.362,13.855,7.690
-0.042,-0.420,1.151,7.690,10.193,1.953
-0.045,-0.448,1.092,-16.602,7.751,2.075
-0.033,-0.411,0.976,-28.442,7.263,7.263
-0.069,-0.314,0.874,-23.926,8.667,11.047
-0.115,-0.247,0.816,-12.817,7.507,10.986
-0.147,-0.226,0.824,-5.249,1.404,7.751
-0.160,-0.232,0.869,-2.136,-5.859,2.869
-0.149,-0.284,0.876,-2.991,-8.057,0.000
-0.134,-0.351,0.886,-5.371,-5.310,-0.732
-0.110,-0.375,0.921,-8.057,-4.028,-0.061
-0.111,-0.334,0.960,-9.705,-5.554,2.747
-0.120,-0.271,0.965,-8.057,-4.456,7.202
-0.160,-0.210,0.965,-3.052,-0.549,9.094
-0.187,-0.188,0.960,3.296,3.784,7.690
-0.184,-0.223,0.953,6.958,6.897,3.723
-0.143,-0.275,0.923,5.981,7.263,-0.549
-0.129,-0.326,0.906,-0.366,5.188,-2.319
-0.127,-0.350,0.878,-8.240,2.808,-2.197
-0.146,-0.355,0.845,-12.024,2.075,-1.587
-0.159,-0.357,0.818,-9.277,2.319,-1.038
-0.157,-0.354,0.823,-1.160,2.808,0.183
-0.168,-0.340,0.837,8.667,3.723,2.075
-0.197,-0.323,0.859,16.357,5.310,3.723
-0.196,-0.318,0.876,15.625,6.226,3.601
-0.170,-0.327,0.825,2.502,5.859,3.174
-0.171,-0.333,0.748,-12.939,4.272,4.517
-0.170,-0.302,0.708,-19.348,0.427,6.531
-0.161,-0.243,0.719,-15.198,-3.723,7.935
-0.147,-0.169,0.747,-6.958,-5.981,8.484
-0.134,-0.088,0.776,1.343,-5.981,8.240
-0.166,-0.035,0.800,8.362,-6.714,7.324
-0.201,-0.049,0.828,13.611,-7.874,3.784
-0.184,-0.110,0.919,15.259,-9.766,-1.953
-0.161,-0.183,1.014,10.376,-11.841,-7.263
-0.119,-0.254,1.023,-2.136,-11.902,-9.583
-0.116,-0.318,1.016,-12.451,-10.864,-8.484
-0.121,-0.381,1.013,-13.123,-9.888,-5.493
-0.133,-0.426,1.042,-5.249,-7.935,-2.869
-0.113,-0.425,1.071,4.883,-4.578,-1.099
-0.128,-0.410,1.090,13.672,-0.183,1.404
-0.121,-0.370,1.092,20.752,3.662,4.578
-0.127,-0.306,1.118,23.376,5.371,6.714
-0.130,-0.254,1.122,14.648,7.080,5.615
-0.123,-0.233,1.078,-4.211,7.507,3.479
-0.114,-0.232,0.994,-19.836,6.104,3.052
-0.120,-0.231,0.915,-26.306,5.005,2.930
-0.141,-0.230,0.896,-20.935,4.272,2.625
-0.157,-0.423,2.708,34.302,-15.381,24.475
-0.172,-0.434,3.179,30.212,-10.803,23.376
-0.130,-0.524,3.592,6.165,-2.625,18.982
-0.015,-0.646,3.933,-36.377,13.245,18.188
0.221,-0.823,4.000,-79.773,36.743,30.518
0.223,-0.891,4.000,-113.159,53.406,52.673
0.109,-0.892,4.000,-143.188,65.491,74.585
-0.008,-0.895,4.000,-180.176,91.431,88.318
-0.346,-0.822,4.000,-218.506,129.639,90.942
-0.260,-0.647,3.901,-244.934,194.031,87.158
-0.478,-0.574,3.436,-260.559,213.867,77.148
-0.719,-0.585,2.998,-255.737,200.012,56.580
-0.843,-0.708,2.322,-270.386,212.097,34.302
-1.006,-0.914,1.487,-307.861,222.473,21.362
-1.056,-0.985,0.653,-330.261,218.018,13.184
-1.154,-1.151,-0.203,-312.195,210.876,-9.094
-1.267,-1.366,-1.065,-267.029,208.252,-34.607
-1.263,-1.485,-1.782,-215.088,203.979,-46.936
-1.236,-1.610,-2.447,-165.161,192.810,-51.086
-1.155,-1.801,-2.865,-141.602,182.373,-49.866
-1.016,-1.877,-3.381,-139.832,153.870,-39.978
-0.893,-1.840,-3.893,-140.564,118.896,-24.231
-0.743,-1.601,-4.000,-122.192,84.412,1.038
-0.779,-1.213,-4.000,-80.322,42.725,28.992
-0.752,-0.735,-4.000,-36.194,7.019,45.532
-0.694,-0.218,-4.000,2.502,-34.180,53.040
-0.698,0.263,-4.000,38.147,-79.529,54.565
-0.755,0.573,-3.649,72.937,-120.422,48.584
-0.788,0.655,-3.074,101.685,-155.884,37.170
-0.899,0.439,-2.498,125.488,-185.364,23.621
-1.024,0.025,-1.799,144.104,-208.313,12.878
-0.882,-0.319,-0.988,168.518,-217.651,8.850
-0.822,-0.519,-0.344,191.101,-212.646,-4.822
-0.772,-0.646,0.131,195.374,-217.163,-11.719
-0.704,-0.702,0.509,188.721,-210.999,-8.667
-0.762,-0.687,0.790,183.044,-209.717,-5.615
-0.746,-0.707,1.233,191.467,-207.214,-3.540
-0.750,-0.708,1.784,215.942,-204.651,-7.629
-0.615,-0.762,2.258,231.812,-198.425,-16.113
-0.323,-0.689,2.578,214.661,-186.768,-24.536
-0.311,-0.720,2.676,175.659,-163.025,-30.273
-0.337,-0.585,2.746,145.020,-132.874,-25.635
-0.391,-0.417,2.796,130.310,-109.375,-17.578
-0.423,-0.318,2.945,125.366,-92.407,-10.498
-0.393,-0.338,3.073,128.235,-82.581,-8.484
-0.370,-0.418,3.240,131.958,-77.332,-10.925
-0.326,-0.533,3.467,131.775,-66.406,-14.709
-0.291,-0.579,4.000,126.892,-43.213,-17.761
0.073,-0.775,3.353,125.305,-56.580,-3.235
-0.315,-0.557,3.407,75.500,-53.528,-10.071
-0.295,-0.411,2.944,39.551,-0.793,-3.906
0.101,-0.271,2.802,48.645,33.325,-1.831
-0.520,-0.289,2.090,52.979,39.429,-15.808
-0.239,-0.093,1.858,25.391,29.724,-8.179
-0.165,-0.155,1.651,-5.737,24.170,-6.287
-0.114,-0.313,1.309,-10.437,22.949,-17.944
-0.049,-0.397,1.110,-10.986,19.104,-17.395
-0.029,-0.443,1.084,-3.723,9.705,-8.240
-0.054,-0.410,1.137,5.920,1.038,-0.732
-0.073,-0.308,1.167,5.066,-1.343,4.517
-0.058,-0.179,1.190,-1.526,-0.061,6.958
-0.097,-0.074,1.153,-2.075,2.686,6.531
-0.125,-0.018,1.072,-1.038,8.362,3.113
-0.124,-0.040,0.968,-4.883,12.268,-1.221
-0.134,-0.123,0.838,-12.085,13.672,-4.089
-0.129,-0.207,0.737,-19.043,12.024,-5.188
-0.107,-0.272,0.661,-22.095,7.141,-5.493
-0.099,-0.351,0.601,-18.127,5.127,-4.028
-0.092,-0.425,0.628,-8.240,4.272,0.854
-0.139,-0.434,0.734,4.272,2.258,7.507
-0.168,-0.417,0.810,11.963,2.441,11.902
-0.174,-0.430,0.850,12.451,5.432,13.428
-0.154,-0.381,0.872,9.094,6.592,14.404
-0.150,-0.280,0.843,7.080,6.531,16.113
-0.150,-0.182,0.764,7.507,9.033,16.235
-0.162,-0.113,0.733,6.714,9.094,14.465
-0.159,-0.082,0.763,5.188,3.357,11.597
-0.147,-0.098,0.803,6.104,-2.808,7.935
-0.152,-0.125,0.875,10.620,-4.333,5.371
-0.180,-0.157,0.982,16.418,-3.967,4.822
-0.197,-0.217,1.052,17.151,-3.235,3.296
-0.119,-0.290,1.125,10.254,-2.625,0.549
-0.142,-0.344,1.148,7.507,-0.366,0.000
-0.132,-0.333,1.136,7.385,7.080,5.676
-0.149,-0.273,1.116,3.906,11.841,10.132
-0.180,-0.201,1.093,-0.427,10.376,11.292
-0.233,-0.126,1.051,-3.845,9.033,9.766
-0.233,-0.105,1.041,-2.258,9.827,4.944
-0.212,-0.157,1.091,6.470,10.254,-2.014
-0.182,-0.212,1.164,15.381,9.644,-8.057
-0.167,-0.261,1.250,17.578,8.667,-11.597
-0.112,-0.326,1.339,16.174,8.606,-11.597
-0.089,-0.392,1.515,16.541,7.690,-8.484
-0.003,-0.469,1.799,20.447,5.249,-3.784
0.016,-0.546,2.144,27.161,6.409,-0.916
0.002,-0.558,2.656,36.865,10.132,7.019
-0.003,-0.582,3.155,47.607,19.348,13.000
0.046,-0.653,3.514,43.213,38.025,14.160
0.128,-0.720,3.839,20.508,64.941,17.212
0.161,-0.712,4.000,-2.869,94.482,26.917
0.102,-0.706,4.000,-24.414,127.625,37.964
0.002,-0.726,3.799,-64.209,161.926,45.166
-0.079,-0.758,3.290,-117.371,189.697,49.927
-0.206,-0.803,2.628,-174.072,208.435,52.429
-0.343,-0.843,1.949,-216.309,220.154,50.964
-0.432,-0.926,1.359,-237.305,221.375,42.480
-0.505,-0.908,0.608,-237.000,217.590,32.654
-0.511,-0.835,0.030,-227.051,206.116,23.193
-0.560,-0.930,-0.683,-209.412,163.391,12.817
-0.559,-0.790,-1.113,-196.838,126.953,13.794
-0.605,-0.630,-1.627,-171.326,109.375,22.522
-0.668,-0.535,-2.240,-142.944,106.262,19.287
-0.688,-0.469,-2.791,-126.282,89.417,13.123
-0.696,-0.483,-3.266,-132.141,51.331,8.240
-0.665,-0.554,-3.685,-148.560,8.179,2.808
-0.630,-0.574,-3.930,-138.306,-26.184,2.869
-0.518,-0.583,-4.000,-87.891,-42.114,10.742
-0.655,-0.448,-3.950,-18.921,-73.181,17.944
-0.700,-0.207,-3.638,49.072,-105.957,25.879
-0.934,0.067,-2.482,134.766,-165.283,20.508
-0.918,0.028,-1.795,144.714,-195.251,5.798
-0.841,-0.133,-1.030,145.447,-219.482,-4.944
-0.809,-0.260,-0.171,161.194,-234.619,-7.874
-0.818,-0.290,0.752,190.857,-240.967,-11.414
-0.797,-0.316,1.776,213.867,-240.723,-16.907
-0.709,-0.384,2.760,220.398,-234.680,-23.743
-0.550,-0.553,3.533,208.130,-215.271,-33.325
-0.382,-0.754,4.000,170.715,-185.181,-37.292
-0.281,-0.960,4.000,123.840,-155.823,-27.710
-0.137,-1.102,4.000,90.576,-126.038,-10.315
-0.091,-1.091,4.000,72.876,-87.891,9.949
-0.155,-0.899,4.000,66.467,-40.466,32.227
-0.059,-0.669,4.000,63.965,18.311,41.809
-0.137,-0.595,4.000,34.302,21.851,49.622
-0.377,-0.402,4.000,-19.714,-6.775,34.851
-0.285,-0.409,4.000,-31.433,53.589,15.442
-0.146,-0.510,4.000,-30.334,121.460,8.667
-0.099,-0.553,4.000,-52.368,132.446,10.193
-0.127,-0.493,3.757,-86.243,128.479,16.357
-0.156,-0.412,3.112,-119.263,142.395,18.982
-0.239,-0.277,2.416,-153.503,160.461,20.569
-0.471,-0.161,1.614,-180.237,167.603,23.071
-0.429,-0.038,0.855,-195.374,182.007,20.630
-0.618,-0.045,0.179,-208.679,160.461,11.169
-0.679,-0.201,-0.326,-196.472,114.929,1.038
-0.640,-0.336,-0.903,-177.185,96.680,-11.902
-0.552,-0.431,-1.535,-160.583,103.699,-23.193
-0.499,-0.496,-2.160,-139.832,103.699,-24.780
-0.530,-0.538,-2.726,-116.821,92.896,-20.813
-0.569,-0.542,-3.345,-98.816,81.360,-21.484
-0.513,-0.536,-3.938,-91.064,61.035,-23.010
-0.488,-0.579,-4.000,-78.918,24.292,-22.034
-0.473,-0.548,-4.000,-44.373,-13.733,-17.578
-0.311,-0.555,-4.000,15.015,-42.969,-9.033
-0.463,-0.556,-3.668,79.834,-104.492,-3.540
-0.451,-0.504,-2.820,139.282,-152.344,5.676
-0.519,-0.427,-1.902,175.842,-185.303,8.118
-0.680,-0.428,-0.860,189.453,-222.046,10.010
-0.736,-0.457,0.208,196.655,-248.718,6.714
-0.668,-0.583,1.194,207.214,-255.005,-1.404
-0.611,-0.688,2.226,214.905,-250.366,-4.883
-0.635,-0.809,3.279,222.534,-235.718,-1.709
-0.525,-0.908,4.000,213.501,-206.787,1.648
-0.444,-0.990,4.000,172.424,-167.725,5.432
-0.318,-1.023,4.000,119.141,-124.695,13.733
-0.286,-0.929,4.000,80.994,-79.773,25.574
-0.262,-0.725,4.000,64.270,-28.931,36.865
-0.364,-0.475,4.000,57.495,24.780,47.974
-0.377,-0.291,4.000,36.255,75.745,51.147
-0.471,-0.196,4.000,-17.090,104.431,38.696
-0.407,-0.345,4.000,-75.195,126.770,25.269
-0.285,-0.471,4.000,-124.207,147.705,11.780
-0.214,-0.426,3.471,-154.236,167.908,6.409
-0.323,-0.296,2.555,-156.860,190.979,10.620
-0.375,-0.079,1.997,-149.109,219.177,12.939
-0.641,-0.053,1.526,-142.822,195.068,13.245
-0.677,-0.168,0.970,-155.273,159.912,5.310
-0.726,-0.362,0.316,-198.425,130.310,-10.864
-0.698,-0.603,-0.459,-230.042,120.056,-19.470
-0.593,-0.668,-1.156,-221.130,124.207,-28.137
-0.494,-0.693,-1.859,-179.993,121.277,-31.677
-0.500,-0.650,-2.457,-143.372,107.727,-27.771
-0.518,-0.557,-3.075,-114.075,92.590,-22.827
-0.528,-0.530,-3.630,-95.825,70.496,-20.874
-0.476,-0.578,-3.999,-78.918,34.546,-23.010
-0.349,-0.672,-4.000,-57.129,-11.353,-24.231
-0.215,-0.687,-4.000,-30.640,-59.021,-20.081
-0.196,-0.594,-3.874,6.287,-102.905,-7.385
-0.349,-0.462,-3.335,52.979,-145.508,11.230
-0.564,-0.330,-2.679,101.929,-181.641,22.217
-0.692,-0.304,-1.805,146.851,-209.473,24.170
-0.822,-0.400,-0.769,188.782,-237.549,23.010
-0.854,-0.453,0.372,228.210,-252.625,19.653
-0.832,-0.569,1.467,259.033,-251.953,13.000
-0.794,-0.726,2.614,260.803,-243.347,4.578
-0.656,-0.901,3.714,233.643,-230.469,2.258
-0.489,-1.062,4.000,197.876,-204.712,6.042
-0.396,-1.078,4.000,168.396,-165.161,17.639
-0.396,-0.997,4.000,146.667,-117.126,31.433
-0.446,-0.841,4.000,119.812,-66.162,39.612
-0.404,-0.651,4.000,86.243,-18.372,40.771
-0.417,-0.506,4.000,56.702,23.071,39.185
-0.403,-0.444,4.000,29.602,59.631,34.241
-0.311,-0.474,4.000,-8.240,93.201,24.719
-0.271,-0.526,4.000,-50.598,123.962,21.606
-0.247,-0.414,3.886,-79.407,163.940,26.794
-0.199,-0.252,3.278,-94.482,204.956,36.194
